Cекс по телефону,Анилингус вам (мужчине),Анилингус мне (даме),Бандаж,Виртуальный секс,Госпожа,Золотой дождь вам (мужчине),Золотой дождь мне (даме),Игрушки,Игры,Клизма,Копро вам (мужчине),Куннилингус,Легкая доминация,Легкое подчинение,Лесби откровенное,Лесби-шоу легкое,Массаж классический,Массаж профессиональный,Массаж расслабляющий,Массаж урологический,Массаж эротический,Минет без резинки,Минет в машине,Минет в презервативе,Минет глубокий,Окончание в рот,Окончание на грудь,Окончание на лицо,Порка,Рабыня,Ролевые игры,Секс анальный,Секс групповой,Секс классический,Секс лесбийский,Страпон,Стриптиз не профи,Стриптиз профи,Трамплинг,Услуги семейной паре,Фетиш,Фингеринг,Фистинг анальный мне (даме),Фистинг анальный мужчине,Фистинг классический,Фото/видео съемка,Эскорт,Id
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,No,Yes,Comment,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Comment,Yes,Comment,No,No,Comment,No,Comment,Yes,No,Comment,No,No,Yes,No,Yes,No,No,No,No,No,Yes,278183
No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,307990
No,No,No,No,No,Comment,No,No,No,No,No,No,Yes,Comment,Comment,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Comment,317416
No,No,No,No,No,No,No,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,Comment,Comment,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,301352
No,No,Yes,No,No,Comment,Comment,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Comment,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Comment,Yes,Comment,No,No,Yes,No,Comment,Yes,No,No,Comment,Yes,Comment,Comment,322881
No,Yes,Yes,No,No,Yes,Yes,Comment,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Comment,Yes,Yes,Yes,No,Yes,Comment,Comment,Yes,Comment,Yes,No,No,No,Comment,Yes,Yes,No,Yes,No,No,Yes,319165
No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Comment,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,143908
No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,322805
No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,323362
No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Comment,No,No,Yes,Yes,Yes,Comment,No,Yes,No,No,Yes,No,Yes,No,Comment,Comment,Yes,Yes,Comment,No,No,No,No,Yes,No,No,No,No,No,No,No,278850
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,300867
No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,323202
No,Comment,Yes,No,No,Comment,No,No,Yes,Comment,No,No,Yes,Yes,Comment,Comment,Comment,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Comment,Comment,Comment,Yes,Comment,Yes,No,No,No,Comment,Yes,No,No,No,No,Comment,Comment,295737
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,No,Comment,No,Yes,Comment,No,No,No,No,No,No,No,No,Yes,No,Comment,No,No,Yes,No,No,No,No,No,No,No,No,315675
No,No,No,No,No,Comment,Comment,No,No,Yes,No,No,Yes,Comment,Comment,Comment,Yes,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,No,Comment,Yes,Comment,No,No,Comment,Comment,Comment,Yes,No,Comment,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,312415
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,276939
No,No,No,No,No,Comment,Comment,No,Comment,Comment,Comment,No,Yes,Comment,No,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Yes,No,Comment,No,Comment,Comment,Yes,Yes,Comment,Comment,Yes,No,Comment,No,Comment,No,No,Comment,No,No,Yes,323866
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Comment,No,Yes,Yes,No,Comment,Comment,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,314358
No,Comment,No,Comment,No,Comment,Yes,No,Yes,Comment,No,No,Yes,Comment,No,No,No,Yes,No,No,No,No,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,Comment,Yes,Comment,Comment,Yes,Comment,Yes,No,No,No,Comment,Yes,No,No,No,Comment,Yes,Yes,269065
No,Comment,Yes,Yes,No,Comment,Comment,Yes,Yes,Comment,No,No,Yes,Comment,No,No,No,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,No,Comment,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,97711
No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,306262
No,No,Comment,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Comment,Yes,Comment,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Comment,No,No,No,324933
No,No,Yes,No,No,No,Yes,No,Yes,Comment,Comment,No,Yes,Comment,No,No,No,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Yes,No,Comment,Yes,Comment,No,No,Comment,Comment,Comment,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Yes,Yes,No,No,Yes,291358
Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Comment,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Comment,No,No,No,Yes,Yes,324055
No,No,Yes,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Comment,Comment,Comment,No,No,Yes,No,Comment,Yes,No,No,No,No,Yes,Comment,Yes,No,No,No,No,No,Yes,323995
Comment,No,Yes,No,No,Yes,Yes,No,Comment,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Comment,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Comment,No,No,No,No,No,No,No,295969
No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,No,Comment,Comment,Yes,No,No,No,No,No,Comment,No,No,No,No,No,No,No,261546
No,No,No,No,No,No,Comment,No,Comment,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Yes,Comment,Yes,No,Yes,No,Yes,No,No,No,Comment,No,Yes,287912
Yes,Comment,Yes,No,No,No,Comment,Comment,Yes,Comment,No,No,Yes,Yes,No,Comment,Yes,Yes,No,Yes,Comment,Yes,Comment,No,Yes,No,Comment,Yes,Yes,No,No,Comment,No,Comment,Yes,Comment,Comment,No,No,Yes,No,Yes,No,No,Comment,Comment,No,No,230339
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,322769
No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Comment,Comment,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Comment,Yes,Yes,No,Yes,No,Yes,Comment,Yes,No,No,No,Yes,No,Yes,323316
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Comment,No,Yes,Comment,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,318317
No,No,No,No,No,No,No,No,Comment,Comment,No,No,Yes,Comment,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,No,No,Yes,No,Comment,Comment,No,Comment,No,No,No,No,No,Comment,No,No,312491
Comment,No,Yes,No,No,Comment,Comment,No,Comment,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Comment,No,Comment,Yes,Yes,Yes,Comment,Yes,No,No,No,Comment,Comment,Comment,Yes,No,Comment,Yes,No,No,Comment,No,No,No,No,No,Comment,No,319688
No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,209932
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,323246
No,Comment,Yes,No,No,Yes,Comment,Comment,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,No,Comment,Yes,No,Yes,No,Yes,Yes,Comment,Comment,Comment,Yes,No,303098
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,323092
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,297904
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,320627
No,Comment,No,Comment,No,Comment,Comment,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Comment,Comment,No,Yes,No,Comment,Comment,No,Comment,Comment,Comment,No,No,No,No,Comment,Comment,291657
No,Comment,Yes,Yes,No,Yes,Yes,Comment,Yes,Yes,Comment,No,Yes,Yes,Comment,Comment,Comment,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Comment,Yes,Yes,Yes,No,Yes,Comment,Comment,Yes,Comment,Yes,Yes,Yes,Yes,Comment,Yes,Yes,No,Yes,Yes,Comment,Comment,286963
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Comment,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,No,No,No,No,No,Yes,No,Comment,Yes,No,No,No,No,No,Comment,No,No,No,No,No,No,Yes,322706
No,No,Yes,No,No,No,Comment,No,No,No,No,No,Yes,Comment,Yes,Comment,No,Yes,No,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,Yes,Comment,Comment,Yes,Comment,Comment,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,323838
Comment,No,No,No,No,No,Comment,No,Yes,No,No,No,Yes,Yes,No,No,No,Comment,No,Comment,Comment,Yes,Comment,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Comment,Yes,No,No,No,Yes,Comment,No,No,No,No,No,151544
No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Comment,Yes,Yes,Yes,Yes,No,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,Yes,Comment,Comment,Yes,Comment,Comment,Yes,Yes,Yes,Comment,Yes,No,No,No,Yes,Comment,Yes,285400
Yes,No,Yes,No,No,No,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,Comment,Yes,Yes,No,Yes,Comment,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Yes,Comment,No,No,No,Comment,Comment,Yes,No,Comment,Comment,No,No,277579
No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Comment,Yes,Comment,Comment,Yes,Comment,Yes,Comment,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Comment,Yes,Comment,Yes,Comment,Comment,Yes,Comment,Comment,No,Yes,No,Comment,No,No,No,No,No,Comment,Yes,313756
No,No,Comment,No,No,Comment,Comment,No,No,No,No,No,Comment,Comment,No,Comment,Comment,Yes,No,Yes,Comment,No,Comment,No,Yes,No,No,Comment,No,No,No,Comment,No,Comment,Yes,Comment,Comment,No,No,No,Comment,No,No,No,No,No,No,Comment,301387
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,No,Comment,Comment,Yes,Yes,Comment,No,No,No,Comment,No,No,No,No,No,No,Comment,197958
No,Yes,Yes,No,No,Comment,Comment,Comment,Yes,Yes,No,No,Comment,No,No,No,No,No,Yes,Yes,Comment,Yes,Comment,Comment,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Comment,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Comment,No,No,No,311699
Comment,No,No,No,Comment,No,Comment,No,Comment,Comment,No,No,Yes,Comment,Comment,No,No,No,No,Yes,Comment,No,Comment,No,Yes,No,No,Yes,Comment,No,No,Comment,No,No,Yes,No,Comment,No,No,Comment,No,Comment,Comment,No,Comment,No,Comment,Yes,191992
Yes,No,Yes,Comment,No,Comment,Comment,No,Comment,Comment,No,Comment,Yes,Comment,No,Yes,No,Yes,No,Yes,Comment,Yes,No,No,Yes,Comment,No,Yes,No,Comment,Comment,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,Comment,Comment,No,No,Yes,Comment,Comment,No,133835
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,319050
No,No,No,No,No,Comment,Comment,No,Comment,Comment,No,Comment,Yes,Comment,No,No,Comment,No,No,Yes,No,Comment,Comment,Comment,Yes,Comment,Yes,Yes,Yes,No,No,Comment,No,Comment,Yes,Comment,Comment,No,No,Comment,Comment,Comment,No,No,No,Comment,No,Comment,313211
No,No,Yes,No,No,Comment,Yes,No,Comment,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Comment,Comment,No,Yes,No,No,Yes,No,No,No,Yes,No,Comment,Yes,Yes,Comment,Yes,No,No,Comment,Yes,No,No,No,Yes,No,Comment,298352
No,Comment,No,Comment,No,Comment,Comment,No,Yes,Comment,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Comment,Yes,Yes,Yes,Yes,Comment,No,Yes,Comment,Comment,Yes,Comment,Comment,Yes,No,Comment,Comment,Comment,No,No,No,Yes,No,Yes,322563
No,No,Yes,No,No,No,Comment,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,No,No,No,Yes,No,Comment,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,196728
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Comment,Yes,No,Comment,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Comment,Yes,Comment,No,Yes,No,No,No,Yes,No,No,No,No,No,No,301933
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,274985
No,No,No,No,No,Comment,No,No,No,No,No,No,Yes,Comment,No,No,No,Yes,Comment,Yes,No,No,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,273886
No,No,Comment,No,No,No,Comment,No,No,No,No,No,Comment,Comment,Yes,No,No,Comment,Comment,No,No,No,Yes,No,Yes,Comment,Comment,Comment,No,No,No,No,Comment,Comment,Yes,Comment,No,No,No,No,No,No,No,No,Comment,No,No,Comment,317571
No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Comment,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Comment,315569
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,318482
No,Comment,No,No,No,Comment,Yes,No,Yes,Comment,No,No,Comment,Comment,No,Comment,Comment,Yes,Yes,Comment,Yes,Yes,Comment,No,Yes,Comment,No,Yes,Yes,No,Comment,Comment,Comment,Comment,Yes,Comment,Comment,No,Yes,No,Comment,No,No,No,No,Comment,Comment,Yes,138249
No,No,Yes,No,No,Yes,Comment,No,No,Comment,No,No,Yes,Comment,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,Comment,Comment,Comment,No,No,No,Comment,No,Yes,No,Comment,Yes,No,Comment,No,Comment,No,No,No,No,No,No,324918
Comment,No,Yes,No,Comment,No,Comment,No,Comment,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,Yes,Comment,No,Yes,No,Comment,Yes,No,No,No,Yes,No,No,No,No,No,Yes,299518
No,No,No,No,No,No,No,No,No,No,No,No,Yes,Comment,No,No,No,Yes,No,No,No,No,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,308176
Comment,No,Comment,No,Comment,No,Comment,No,Comment,Comment,No,No,Yes,Comment,No,No,Comment,No,No,Comment,Comment,Comment,No,No,Yes,Comment,No,Yes,No,No,No,Comment,No,Comment,Yes,Comment,No,Comment,No,Comment,Comment,Yes,No,No,No,Comment,Comment,Comment,212165
No,No,Yes,No,No,No,Comment,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Comment,Yes,Yes,No,Comment,Yes,No,No,No,No,Yes,No,No,No,No,Yes,320813
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,315745
No,No,Yes,No,No,No,Comment,Comment,Comment,No,No,No,Yes,Comment,Comment,No,No,No,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,Comment,No,No,Comment,Comment,Comment,Yes,No,No,Yes,Yes,No,No,Comment,Yes,No,Comment,No,Comment,Yes,313036
No,Comment,Yes,No,No,No,Comment,Comment,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Comment,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,311949
Yes,No,No,No,Yes,No,No,No,Comment,Comment,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,No,Comment,No,Yes,No,Comment,No,No,No,No,Comment,Comment,No,Yes,No,Comment,No,No,No,No,No,No,No,No,No,No,No,321664
Yes,No,No,Yes,No,Comment,Yes,No,Comment,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Comment,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Comment,No,No,No,273909
No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,No,Comment,Comment,Comment,No,No,No,Comment,No,Yes,Comment,Yes,No,Yes,No,Comment,No,No,No,No,Yes,No,No,313544
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,314838
No,No,Yes,No,No,Comment,Comment,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Comment,Yes,Comment,Yes,Comment,No,Yes,Comment,Yes,Yes,No,No,Comment,No,Comment,No,Yes,No,No,Yes,Comment,No,Comment,Yes,Yes,No,No,Comment,No,Comment,294646
No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Comment,Comment,Yes,No,Yes,Comment,Yes,Comment,Yes,Yes,Yes,No,Comment,Comment,No,No,Comment,No,Comment,Yes,Comment,Yes,No,Yes,No,Comment,No,No,No,No,No,No,Comment,312126
No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Comment,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,315241
No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Comment,No,Yes,No,No,No,Yes,Comment,Comment,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,315738
No,No,No,No,No,Comment,No,No,Comment,Yes,No,No,Comment,No,No,No,Yes,Yes,No,Yes,No,Yes,Comment,Comment,Yes,Yes,Comment,Yes,Comment,No,No,Comment,Comment,Comment,Yes,Comment,Comment,Yes,No,No,Comment,No,No,No,No,No,No,No,321894
No,Comment,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Comment,Yes,Yes,Yes,Comment,Yes,Yes,No,No,No,No,No,Yes,No,Comment,Yes,No,No,No,Yes,No,No,No,No,No,No,324340
No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,323944
No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Comment,Comment,No,Yes,Yes,Yes,Comment,No,Yes,Comment,Comment,Yes,No,No,No,No,No,Yes,Yes,No,Comment,Yes,No,No,No,Yes,No,No,No,Yes,No,No,283008
No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Comment,Yes,Yes,Yes,Yes,Yes,Yes,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Comment,No,Yes,No,No,Comment,No,No,No,No,No,No,No,322456
No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Comment,No,No,Yes,Yes,No,Yes,No,No,Comment,No,Yes,Yes,Comment,Yes,Comment,No,No,Yes,Comment,Comment,Yes,Comment,Yes,Yes,No,No,Comment,No,No,No,No,No,No,No,266354
Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Comment,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,323845
No,No,No,No,No,No,Comment,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Comment,Comment,Comment,Comment,No,No,Yes,Comment,Yes,No,No,No,No,Yes,Comment,Yes,No,No,No,No,No,Yes,297262
No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,308871
No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,323256
No,No,Yes,No,No,No,Comment,No,Comment,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Comment,Yes,Comment,No,Yes,Yes,No,Yes,No,No,No,No,No,Comment,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,323162
No,No,No,No,No,No,No,No,Comment,No,No,No,Yes,No,No,No,No,Comment,No,Yes,No,No,Comment,No,Yes,Yes,No,Comment,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,321505
No,No,No,No,No,No,Comment,No,No,No,No,No,Comment,No,No,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Comment,No,No,No,No,No,Comment,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,321667
No,No,Comment,No,No,Comment,No,No,No,No,No,No,Yes,Comment,Comment,No,No,Yes,No,Yes,No,Yes,Comment,No,Yes,Comment,Comment,Comment,Comment,No,No,Comment,Comment,Comment,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Comment,321482
No,No,Comment,No,No,No,Comment,No,No,No,No,No,Yes,Comment,No,No,Yes,Yes,No,Yes,No,Yes,Comment,No,Yes,Yes,No,Comment,Comment,No,No,No,No,Comment,Yes,Comment,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,307038
