Апартаменты-1 час,Апартаменты-2 часа,Апартаменты-Ночь,Выезд-1 час,Выезд-2 часа,Выезд-Ночь,Id,Комментарий к ценам
10 000 р.,20 000 р.,60 000 р.,11 000 р.,21 000 р.,60 000 р.,320866,Контактов в час: до 2.
,,,-,7 000 р.,15 000 р.,248416,Контактов в час: неограничено.
,,,6 000 р.,8 000 р.,16 000 р.,314813,Контактов в час: неограничено.
4 000 р.,8 000 р.,18 000 р.,9 000 р.,20 000 р.,,320584,Контактов в час: до 2.
8 000 р.,16 000 р.,-,16 000 р.,-,,323521,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,5 000 р.,6 000 р.,15 000 р.,307193,Контактов в час: до 2.есть ЭКСПРЕСС 2000 1 контакт 20 мин
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,12 000 р.,263151,Контактов в час: неограничено.
2 500 р.,4 000 р.,-,2 000 р.,4 000 р.,10 000 р.,269985,
5 000 р.,10 000 р.,25 000 р.,-,10 000 р.,25 000 р.,292506,
3 000 р.,5 000 р.,15 000 р.,-,6 000 р.,18 000 р.,250926,
3 500 р.,7 000 р.,-,,,,320995,Контактов в час: до 2.
1 500 р.,3 000 р.,-,,,,310142,
5 000 р.,10 000 р.,25 000 р.,6 000 р.,12 000 р.,30 000 р.,204584,"Контактов в час: неограничено.Экспресс программа, классика без доп. услуг 3000"
,,,-,10 000 р.,15 000 р.,323965,"Выезд по Одинцовскому и Наро-фоминскому району, а так же Новая Москва"
12 000 р.,24 000 р.,60 000 р.,15 000 р.,25 000 р.,60 000 р.,301031,Контактов в час: неограничено.
3 000 р.,-,-,,,,309224,Контактов в час: до 2.
5 000 р.,8 000 р.,-,4 000 р.,8 000 р.,22 000 р.,277426,"Контактов в час: неограничено.Цена, указанна за нас двоих!!!))Звоните дорогие наши мужчины!!!ПОХУЛИГАНИМ))))"
2 500 р.,5 000 р.,12 000 р.,,,,109351,Контактов в час: неограничено.Есть ЭКСПРЕСС ПРОГРАММА - 2000 РУБ.
3 000 р.,6 000 р.,15 000 р.,-,8 000 р.,15 000 р.,305356,Контактов в час: до 2.
10 000 р.,20 000 р.,-,25 000 р.,-,,99546,-
,,,10 000 р.,20 000 р.,50 000 р.,324662,Контактов в час: до 2.
4 000 р.,8 000 р.,25 000 р.,-,10 000 р.,25 000 р.,324563,Контактов в час: неограничено.
2 500 р.,5 000 р.,10 000 р.,,,,321623,
3 500 р.,6 000 р.,17 000 р.,-,8 000 р.,17 000 р.,314308,
3 000 р.,6 000 р.,15 000 р.,5 000 р.,8 000 р.,20 000 р.,310515,Контактов в час: до 2.Есть экспресс програмка 1800
5 000 р.,10 000 р.,30 000 р.,-,10 000 р.,30 000 р.,322700,
15 000 р.,-,-,,,,324002,Контактов в час: до 2.
8 000 р.,15 000 р.,-,18 000 р.,-,,266036,-
2 000 р.,4 000 р.,10 000 р.,-,5 000 р.,12 000 р.,311357,
,,,-,10 000 р.,25 000 р.,322495,
5 000 р.,10 000 р.,-,-,10 000 р.,-,319641,Контактов в час: 1.
7 000 р.,14 000 р.,30 000 р.,-,20 000 р.,35 000 р.,312253,
3 500 р.,6 000 р.,15 000 р.,,,,314782,
,,,6 000 р.,11 000 р.,32 000 р.,322803,Контактов в час: до 2.
3 000 р.,-,-,-,-,,322991,Контактов в час: неограничено.
3 000 р.,6 000 р.,20 000 р.,10 000 р.,25 000 р.,,317326,Контактов в час: до 2.
,,,-,7 000 р.,20 000 р.,317830,Контактов в час: неограничено.Только выезд!
,,,5 000 р.,7 000 р.,12 000 р.,285998,"Контактов в час: неограничено.Выше указанные тарифы включают в себя: классический секс в презервативе, минет в презервативе, все остальные услуги являются дополнительными и оплачиваются отдельно! Выезд в ближнее подмосковье возможен, за дополнительную оплату(+50% от тарифа)"
5 000 р.,10 000 р.,-,-,10 000 р.,-,300858,"Контактов в час: до 2.Есть услуги, которые обговариваются только по телефону."
1 500 р.,3 000 р.,8 000 р.,,,,313603,
3 000 р.,6 000 р.,18 000 р.,,,,272034,Контактов в час: до 2.
3 000 р.,7 000 р.,-,,,,214943,Контактов в час: до 2.Все включено 5000
10 000 р.,20 000 р.,80 000 р.,40 000 р.,-,,323067,при взаимной симпатии возможно все
2 500 р.,5 000 р.,10 000 р.,,,,273555,
5 000 р.,10 000 р.,-,6 000 р.,12 000 р.,25 000 р.,217183,
3 000 р.,6 000 р.,-,,,,323800,Контактов в час: до 2.
,,,6 000 р.,10 000 р.,20 000 р.,324950,Контактов в час: неограничено.+ такси.
3 000 р.,6 000 р.,15 000 р.,-,8 000 р.,16 000 р.,321742,Контактов в час: 1.
4 000 р.,8 000 р.,15 000 р.,6 000 р.,8 000 р.,15 000 р.,320546,
5 000 р.,10 000 р.,20 000 р.,-,12 000 р.,25 000 р.,305969,
,,,15 000 р.,20 000 р.,60 000 р.,321142,Контактов в час: 1.такси оплачивает заказчик по тарифу
6 000 р.,12 000 р.,30 000 р.,6 000 р.,12 000 р.,32 000 р.,315194,
2 500 р.,-,-,,,,311612,Контактов в час: до 2.
,,,15 000 р.,40 000 р.,,324728,Контактов в час: неограничено.
8 000 р.,15 000 р.,30 000 р.,10 000 р.,15 000 р.,32 000 р.,316017,Контактов в час: неограничено.В цену часа 10т. все услуги включены. кроме рабыни.
5 000 р.,10 000 р.,-,,,,183138,Все услуги включены в стоимость часа)))
16 000 р.,32 000 р.,-,32 000 р.,32 000 р.,-,323950,
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,315561,Контактов в час: неограничено.
4 000 р.,8 000 р.,-,6 000 р.,8 000 р.,20 000 р.,294829,Контактов в час: до 2.
2 000 р.,4 000 р.,10 000 р.,,,,319766,Контактов в час: до 2.
1 500 р.,3 000 р.,8 000 р.,,,,318319,Контактов в час: до 2.
5 000 р.,10 000 р.,-,,,,303744,
5 000 р.,9 000 р.,-,10 000 р.,20 000 р.,,316289,Контактов в час: до 2.Для постоянных гостей прежние условия.
,,,4 000 р.,8 000 р.,10 000 р.,307501,Контактов в час: неограничено.
3 000 р.,6 000 р.,18 000 р.,-,7 000 р.,20 000 р.,311965,
2 500 р.,5 000 р.,15 000 р.,-,8 000 р.,-,297020,Контактов в час: до 2.
,,,3 000 р.,4 500 р.,7 500 р.,303113,Услуги такси оплачиваются отдельно.
3 000 р.,6 000 р.,18 000 р.,,,,313657,
4 000 р.,8 000 р.,20 000 р.,5 000 р.,10 000 р.,25 000 р.,95451,"Всех ценителей своего времени, приглашаю заглянуть на экспресс программу!"
,,,3 500 р.,4 500 р.,7 500 р.,314207,
15 000 р.,25 000 р.,70 000 р.,25 000 р.,30 000 р.,70 000 р.,321470,Контактов в час: неограничено.
15 000 р.,25 000 р.,-,-,30 000 р.,-,312684,Контактов в час: неограничено.Ночь и выходные по договорённости. 89661783000 Вика
8 000 р.,16 000 р.,50 000 р.,-,20 000 р.,-,179521,
2 500 р.,5 000 р.,12 000 р.,-,8 000 р.,15 000 р.,324161,
3 500 р.,-,-,11 000 р.,-,,282372,"Контактов в час: неограничено.Девушек на выбор и подруг нет, поэтому наша встреча состоится лишь в том случае, если Вы вежливый, пунктуальный и ухоженный! Фото мои. Грудь натуральная! Встречи индивидуальные. Конфиденциально."
5 000 р.,10 000 р.,-,,,,322199,анал входит в стоимость
5 000 р.,10 000 р.,25 000 р.,-,12 000 р.,30 000 р.,320839,Контактов в час: неограничено.
3 000 р.,6 000 р.,15 000 р.,-,-,-,316423,Контактов в час: неограничено.
2 000 р.,4 000 р.,10 000 р.,,,,323024,
,,,5 000 р.,7 000 р.,15 000 р.,322215,
3 000 р.,6 000 р.,15 000 р.,,,,323191,
,,,3 000 р.,4 000 р.,8 000 р.,304090,
7 000 р.,14 000 р.,30 000 р.,8 000 р.,15 000 р.,30 000 р.,323536,Контактов в час: неограничено.Экспресс программа 30 мин - 5000р
2 300 р.,4 600 р.,-,,,,324254,
6 000 р.,12 000 р.,30 000 р.,7 000 р.,14 000 р.,30 000 р.,324739,Контактов в час: неограничено.Экспресс программа 30 мин - 4000р
6 000 р.,12 000 р.,30 000 р.,,,,322484,
2 500 р.,5 000 р.,15 000 р.,,,,301515,Контактов в час: до 2.
2 500 р.,5 000 р.,10 000 р.,,,,238088,Контактов в час: до 2.
2 000 р.,4 000 р.,8 000 р.,3 500 р.,6 000 р.,15 000 р.,308587,Контактов в час: до 2.
3 000 р.,6 000 р.,18 000 р.,5 000 р.,10 000 р.,20 000 р.,298674,Контактов в час: до 2.
3 500 р.,7 000 р.,20 000 р.,10 000 р.,25 000 р.,,269354,Экспресс Вам будет стоить 3000)))
3 000 р.,6 000 р.,13 000 р.,6 000 р.,8 000 р.,16 000 р.,321475,Контактов в час: до 2.
10 000 р.,20 000 р.,70 000 р.,15 000 р.,25 000 р.,70 000 р.,213762,От 2000 ЭТО ЗА ВИРТ)видеосвязь!!!! Час Классики 10000!!! После 23:00. ЧАС 15000р
2 000 р.,4 000 р.,10 000 р.,-,6 000 р.,12 000 р.,322533,
2 000 р.,4 000 р.,-,,,,303717,
5 000 р.,10 000 р.,30 000 р.,12 000 р.,35 000 р.,,317580,Контактов в час: до 2.
-,-,-,5 000 р.,8 000 р.,19 000 р.,299463,есть выезд на час по моему району :) ВЫЕЗД В МОСКВУ +2000
2 000 р.,4 000 р.,12 000 р.,,,,323254,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,,,,312274,
3 500 р.,7 000 р.,20 000 р.,-,9 000 р.,25 000 р.,299543,
4 000 р.,8 000 р.,20 000 р.,-,8 000 р.,20 000 р.,324293,Контактов в час: до 2.
2 000 р.,4 000 р.,10 000 р.,,,,307587,Контактов в час: до 2.Комментарий к расценкам
,,,3 500 р.,5 000 р.,8 000 р.,308195,Контактов в час: до 2.
3 000 р.,5 000 р.,12 000 р.,8 000 р.,8 000 р.,15 000 р.,296105,Контактов в час: до 2.экспресс 2000
7 000 р.,14 000 р.,28 000 р.,-,14 000 р.,28 000 р.,322151,
5 000 р.,10 000 р.,-,-,10 000 р.,-,320550,
6 000 р.,12 000 р.,30 000 р.,-,12 000 р.,30 000 р.,323727,
,,,3 500 р.,6 000 р.,10 000 р.,321580,Контактов в час: до 2.
,,,4 000 р.,7 000 р.,15 000 р.,222284,"Контактов в час: неограничено.приеду на один часик, если вы находитесь рядом!"
5 000 р.,10 000 р.,30 000 р.,-,15 000 р.,35 000 р.,291018,Контактов в час: неограничено.
,,,-,14 000 р.,36 000 р.,319227,Контактов в час: неограничено.
5 000 р.,10 000 р.,25 000 р.,,,,169321,
3 500 р.,6 000 р.,13 000 р.,5 000 р.,7 000 р.,14 000 р.,320651,Контактов в час: 1.Экспресс программа - 2500 (30 мин)
,,,3 500 р.,7 000 р.,12 000 р.,322213,
,,,5 000 р.,7 000 р.,15 000 р.,299978,
5 000 р.,9 000 р.,40 000 р.,7 000 р.,12 000 р.,-,318991,
10 000 р.,20 000 р.,50 000 р.,15 000 р.,20 000 р.,50 000 р.,292607,
2 500 р.,4 000 р.,-,,,,280659,
,,,3 000 р.,5 000 р.,12 000 р.,306796,Контактов в час: неограничено.
2 300 р.,4 600 р.,-,,,,310178,
2 500 р.,5 000 р.,15 000 р.,,,,299403,Контактов в час: неограничено.Экспресс 2000
3 000 р.,6 000 р.,15 000 р.,,,,319231,
6 000 р.,12 000 р.,30 000 р.,6 000 р.,12 000 р.,30 000 р.,320340,Контактов в час: неограничено.Экспресс 3. 000
5 000 р.,10 000 р.,-,12 000 р.,-,,230787,Контактов в час: неограничено.В программу входят все заявленные мной услуги. Экспресс программа-3000 тыс. Все виды массажа-3000 тыс.
2 000 р.,4 000 р.,10 000 р.,-,7 000 р.,10 000 р.,310163,
8 000 р.,16 000 р.,-,27 000 р.,-,,160176,Контактов в час: до 2.***Любимая женщина достойного мужчины!****
8 000 р.,16 000 р.,35 000 р.,20 000 р.,40 000 р.,,308671,"Контактов в час: до 2.Дорогие мои, приеду к Вам от 2-х часиков + оплата такси! Выезд за МКАД + 3000!"
5 000 р.,10 000 р.,30 000 р.,15 000 р.,30 000 р.,,132810,10 000 р.
5 000 р.,10 000 р.,-,6 000 р.,12 000 р.,30 000 р.,317653,"Контактов в час: до 2.Экспресс 4000, предупреждаем"
2 500 р.,5 000 р.,12 500 р.,-,7 000 р.,17 500 р.,318248,Контактов в час: до 2.Выезд ТОЛЬКО к знакомым уже гостям!!!
6 000 р.,12 000 р.,30 000 р.,6 000 р.,12 000 р.,30 000 р.,315864,Контактов в час: неограничено.
3 000 р.,6 000 р.,-,,,,262239,"Контактов в час: неограничено.Куннилингус - БЕСПЛАТНО! Не курю, веду здоровый образ жизни!"
15 000 р.,30 000 р.,70 000 р.,20 000 р.,30 000 р.,70 000 р.,316969,Контактов в час: неограничено.
4 500 р.,10 000 р.,30 000 р.,-,-,40 000 р.,146231,
3 000 р.,6 000 р.,18 000 р.,,,,299415,Контактов в час: до 2.
2 000 р.,4 000 р.,12 000 р.,,,,316358,Контактов в час: неограничено.
5 000 р.,9 000 р.,-,7 000 р.,12 000 р.,-,321301,
4 000 р.,7 000 р.,-,,,,265811,
3 000 р.,6 000 р.,-,-,-,,201901,"СТОИМОСТЬ ЧАСА ЗАВИСИТ ТАКЖЕ ОТ ВРЕМЕНИ СУТОК И УСЛУГ, КОТОРЫЕ ВЫ ЖЕЛАЕТЕ В ПРОЦЕССЕ ВСТРЕЧИ."
3 000 р.,-,-,,,,310706,Контактов в час: до 2.
,,,3 500 р.,4 500 р.,8 000 р.,307825,
2 500 р.,5 000 р.,-,-,7 000 р.,-,200290,Контактов в час: до 2.
,,,5 000 р.,8 000 р.,16 000 р.,298037,
4 000 р.,8 000 р.,25 000 р.,10 000 р.,25 000 р.,,295912,-
3 500 р.,-,-,,,,315007,
4 000 р.,8 000 р.,20 000 р.,,,,318859,
10 000 р.,20 000 р.,70 000 р.,-,20 000 р.,70 000 р.,298967,Контактов в час: неограничено.При встрече тет-@-тет 3х часов все допы включены )
10 000 р.,20 000 р.,-,20 000 р.,20 000 р.,-,316901,
6 000 р.,10 000 р.,25 000 р.,6 000 р.,12 000 р.,25 000 р.,282838,Контактов в час: до 2.выезд на час возможен только при условии близости в 15 минутах
3 000 р.,6 000 р.,-,,,,321387,Контактов в час: до 2.Все по телефону))
4 000 р.,8 000 р.,20 000 р.,,,,322550,Контактов в час: до 2.
2 000 р.,4 000 р.,10 000 р.,,,,322504,Контактов в час: до 2.
3 000 р.,6 000 р.,18 000 р.,8 000 р.,-,,318691,Контактов в час: до 2.
2 000 р.,5 000 р.,15 000 р.,5 000 р.,10 000 р.,20 000 р.,299659,Контактов в час: неограничено.Все включено пять т р час
4 000 р.,8 000 р.,-,-,10 000 р.,20 000 р.,179938,Прошу иметь при себе без сдачи!))
6 000 р.,12 000 р.,30 000 р.,-,13 000 р.,31 000 р.,313794,Контактов в час: неограничено.
1 500 р.,3 000 р.,8 000 р.,,,,302667,Контактов в час: неограничено.Звоните - обсудим любые вопросы!
2 500 р.,5 000 р.,18 000 р.,-,8 000 р.,18 000 р.,322908,Контактов в час: до 2.
2 500 р.,5 000 р.,-,-,7 000 р.,-,245580,Контактов в час: до 2.
2 500 р.,5 000 р.,-,,,,272082,Контактов в час: до 2.
4 000 р.,8 000 р.,20 000 р.,,,,324087,
,,,10 000 р.,15 000 р.,50 000 р.,319157,Контактов в час: неограничено.
3 000 р.,6 000 р.,20 000 р.,-,10 000 р.,30 000 р.,263509,Контактов в час: неограничено.Выезд+оплата такси! Выезд на час только если вы рядом со мной.
5 000 р.,10 000 р.,30 000 р.,11 000 р.,-,,322507,Контактов в час: до 2.
7 000 р.,14 000 р.,40 000 р.,-,15 000 р.,40 000 р.,312842,Контактов в час: неограничено.
7 000 р.,14 000 р.,-,10 000 р.,20 000 р.,-,319220,Контактов в час: неограничено.
3 500 р.,7 000 р.,15 000 р.,,,,321723,
,,,-,12 000 р.,-,319697,
3 000 р.,-,-,,,,287236,Контактов в час: до 2.
5 000 р.,10 000 р.,25 000 р.,,,,308057,
,,,4 000 р.,6 000 р.,12 000 р.,312549,Контактов в час: неограничено.
5 000 р.,10 000 р.,25 000 р.,-,10 000 р.,25 000 р.,307857,
3 000 р.,6 000 р.,20 000 р.,-,10 000 р.,-,282560,Контактов в час: до 2.
6 000 р.,10 000 р.,-,-,10 000 р.,20 000 р.,298543,Контактов в час: неограничено.
5 000 р.,10 000 р.,30 000 р.,20 000 р.,40 000 р.,,136419,Контактов в час: до 2.Выезд от 2-х часов и оплата такси.
6 000 р.,12 000 р.,25 000 р.,,,,323937,
2 500 р.,4 000 р.,12 000 р.,2 000 р.,4 000 р.,12 000 р.,292731,Контактов в час: неограничено.
4 500 р.,9 000 р.,-,6 000 р.,10 000 р.,-,317854,Контактов в час: до 2.Можно забежать просто на МИНЕТ 2000;есть ЭКСПРЕСС ПРОГРАММА2500
1 900 р.,4 000 р.,10 000 р.,,,,324159,
2 000 р.,4 000 р.,12 000 р.,-,5 000 р.,15 000 р.,322321,Контактов в час: до 2.
2 500 р.,5 000 р.,-,,,,309263,Контактов в час: до 2.Экспресса нет
6 000 р.,100 000 р.,25 000 р.,7 000 р.,1 500 000 р.,35 000 р.,305125,при заказе трёх часов -подружка и лесби-шоу в подарок
1 900 р.,4 000 р.,13 000 р.,,,,304310,Контактов в час: до 2.
2 000 р.,4 000 р.,12 000 р.,,,,266234,Контактов в час: неограничено.
8 000 р.,15 000 р.,35 000 р.,20 000 р.,40 000 р.,,268649,Контактов в час: неограничено.
10 000 р.,20 000 р.,-,15 000 р.,25 000 р.,-,192075,"Контактов в час: неограничено.В стоимость часа входит: анальный секс, глубокий минет, МБР, окончание в рот, окончание на лицо, окончание на грудь, куннилингус, игрушки, З/Д."
5 000 р.,10 000 р.,-,-,10 000 р.,-,307877,
5 000 р.,10 000 р.,25 000 р.,,,,299179,Контактов в час: до 2.доп услуги обсуждаю на месте когда Вас вижу лично но не потелефону
7 000 р.,13 000 р.,-,15 000 р.,-,,313911,8 000 р.
6 000 р.,12 000 р.,28 000 р.,8 000 р.,12 000 р.,30 000 р.,324082,Ночь-это 5 часов) Такси на выезд с тебя)
15 000 р.,30 000 р.,-,15 000 р.,30 000 р.,-,239526,Контактов в час: до 2.
10 000 р.,15 000 р.,40 000 р.,25 000 р.,50 000 р.,,259697,15 000 р.
3 000 р.,6 000 р.,-,,,,316109,
1 900 р.,3 700 р.,10 000 р.,,,,308493,Все доп услуги обговариваются на месте!
2 500 р.,5 000 р.,-,,,,307709,Контактов в час: неограничено.Есть ЭКСПРЕСС ПРОГРАММА - 2000 РУБ.
3 000 р.,6 000 р.,20 000 р.,,,,322566,Контактов в час: до 2.
,,,3 000 р.,4 500 р.,8 000 р.,290621,
5 000 р.,10 000 р.,25 000 р.,12 000 р.,27 000 р.,,321413,Контактов в час: неограничено.Экспрессик - 3500
,,,10 000 р.,10 000 р.,10 000 р.,191711,
2 000 р.,4 000 р.,10 000 р.,,,,322730,Контактов в час: неограничено.
2 000 р.,4 000 р.,10 000 р.,,,,324149,
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,317320,
6 000 р.,12 000 р.,35 000 р.,10 000 р.,-,-,298302,
5 000 р.,10 000 р.,-,6 000 р.,12 000 р.,-,247048,Контактов в час: до 2.
3 000 р.,6 000 р.,12 000 р.,4 000 р.,8 000 р.,15 000 р.,317052,
10 000 р.,15 000 р.,35 000 р.,15 000 р.,35 000 р.,,313494,Контактов в час: неограничено.Добавила новые фото! Вотсап есть! ))) Предпочтительней выезд !!!!!
1 500 р.,3 000 р.,8 000 р.,,,,315435,Контактов в час: неограничено.Невозможно не договориться! Гарантированное понимание и лояльность к клиенту мне присуща.
8 000 р.,16 000 р.,35 000 р.,18 000 р.,40 000 р.,,322738,"Контактов в час: до 2.Дорогие мои, приеду к Вам от 2-х часиков + оплата такси!"
3 000 р.,6 000 р.,17 000 р.,-,6 000 р.,18 000 р.,300053,Контактов в час: неограничено.
,,,5 000 р.,11 000 р.,,291192,ТОЛЬКО КЛАССИКА
2 000 р.,4 000 р.,10 000 р.,,,,322728,Контактов в час: неограничено.
15 000 р.,30 000 р.,65 000 р.,25 000 р.,35 000 р.,65 000 р.,286422,Выезжаю только по предоплате!
5 000 р.,10 000 р.,-,-,10 000 р.,-,322232,Контактов в час: до 2.
6 000 р.,12 000 р.,-,8 000 р.,13 000 р.,30 000 р.,299197,
8 000 р.,15 000 р.,45 000 р.,-,20 000 р.,50 000 р.,320028,
2 500 р.,5 000 р.,-,,,,308987,Контактов в час: до 2.
2 500 р.,5 000 р.,12 000 р.,2 500 р.,5 000 р.,12 000 р.,321095,Контактов в час: неограничено.
4 000 р.,8 000 р.,30 000 р.,-,15 000 р.,-,229474,
2 500 р.,5 000 р.,15 000 р.,-,8 000 р.,20 000 р.,297908,Контактов в час: до 2.
2 500 р.,5 000 р.,12 500 р.,-,8 000 р.,16 000 р.,318817,Контактов в час: до 2.
2 300 р.,4 600 р.,-,,,,317484,
3 000 р.,6 000 р.,20 000 р.,-,10 000 р.,20 000 р.,317788,Контактов в час: до 2.
5 000 р.,10 000 р.,25 000 р.,6 000 р.,12 000 р.,30 000 р.,314428,Контактов в час: до 2.
,,,-,8 000 р.,13 000 р.,302449,Контактов в час: до 2.
5 000 р.,10 000 р.,25 000 р.,-,15 000 р.,30 000 р.,321248,
,,,4 000 р.,8 000 р.,-,305967,
,,,3 000 р.,5 000 р.,9 000 р.,223858,Контактов в час: неограничено.
3 000 р.,6 000 р.,25 000 р.,-,10 000 р.,30 000 р.,306618,Контактов в час: до 2.
15 000 р.,30 000 р.,60 000 р.,35 000 р.,65 000 р.,,319252,Контактов в час: до 2.
2 000 р.,4 000 р.,10 000 р.,,,,276698,Контактов в час: неограничено.
5 000 р.,10 000 р.,30 000 р.,12 000 р.,30 000 р.,,166991,-
10 000 р.,15 000 р.,55 000 р.,12 000 р.,20 000 р.,55 000 р.,225096,Контактов в час: неограничено.Нравиться принимать дорогие подарки!!!))
,,,3 500 р.,5 000 р.,8 000 р.,312631,Контактов в час: до 2.
10 000 р.,17 000 р.,40 000 р.,-,17 000 р.,42 000 р.,285350,Контактов в час: неограничено.
7 000 р.,12 000 р.,30 000 р.,8 000 р.,12 000 р.,30 000 р.,252932,Контактов в час: неограничено.На час выезжаю только в ближние районы. Опасайтесь сайтов-подделок! Мой номер: +7 (916) 015-88-29 :-)
5 000 р.,-,-,,,,308376,Контактов в час: 1.
12 000 р.,22 000 р.,60 000 р.,-,30 000 р.,70 000 р.,206741,"Контактов в час: до 2.$$$$$ Люблю щедрых мужчин $$$$$. Сохраняйте мой номер, анкеты включаю не всегда, но всегда на связи!!!."
,,,-,5 000 р.,8 000 р.,318536,
2 000 р.,4 000 р.,8 000 р.,-,6 000 р.,15 000 р.,319131,
3 500 р.,7 000 р.,-,,,,277421,
8 000 р.,14 000 р.,40 000 р.,-,15 000 р.,40 000 р.,280956,"Контактов в час: неограничено.Выезд от двух часов. Такси с Вас. А в стоимость часа входят: классический секс, минет в резинке, релаксирующий массаж всего тела или отдельных зон по Вашему желанию, финиш на грудь) 3 часа(у меня)-21 т. На выезде-22 т."
,,,7 000 р.,10 000 р.,25 000 р.,306803,
3 000 р.,6 000 р.,-,,,,154236,Контактов в час: неограничено.
6 000 р.,12 000 р.,20 000 р.,6 000 р.,12 000 р.,20 000 р.,322032,Контактов в час: неограничено.
5 000 р.,10 000 р.,30 000 р.,,,,258753,контактов в час 1-2
2 000 р.,4 000 р.,10 000 р.,,,,317642,Контактов в час: до 2.
5 000 р.,10 000 р.,-,-,12 000 р.,-,263269,Контактов в час: неограничено.
10 000 р.,20 000 р.,-,-,20 000 р.,-,280204,
10 000 р.,15 000 р.,50 000 р.,-,20 000 р.,50 000 р.,293853,Контактов в час: неограничено.Ты получишь истинное наслаждение... )) Мур Мур Мур.... ))💋💋💋 ночь это 6 часов) такси с тебя)
,,,5 000 р.,10 000 р.,25 000 р.,317493,Контактов в час: до 2.
2 000 р.,4 000 р.,10 000 р.,,,,247797,
3 500 р.,7 000 р.,20 000 р.,,,,259987,Контактов в час: неограничено.
2 500 р.,5 000 р.,-,,,,316952,Контактов в час: неограничено.
10 000 р.,20 000 р.,50 000 р.,,,,316705,
2 000 р.,4 000 р.,10 000 р.,,,,321616,
3 000 р.,6 000 р.,18 000 р.,8 000 р.,25 000 р.,,297245,Контактов в час: до 2.
3 000 р.,5 000 р.,13 000 р.,5 000 р.,8 000 р.,15 000 р.,228849,"Контактов в час: неограничено.Экспресс - полчаса, 1 контакт 2000"
10 000 р.,20 000 р.,50 000 р.,-,20 000 р.,50 000 р.,323926,"только у меня горловой минует, всегда готовый анал на 100% и ждёт тебя, только у меня групповой секс"
4 000 р.,8 000 р.,-,-,-,-,317179,Контактов в час: неограничено.
4 000 р.,7 000 р.,20 000 р.,5 500 р.,10 000 р.,25 000 р.,316787,Контактов в час: неограничено.Всё доп услуги обсуждать заранее по телефону
6 000 р.,-,-,12 000 р.,45 000 р.,,288984,Оплата такси в обе стороны за ваш счет.
10 000 р.,20 000 р.,50 000 р.,10 000 р.,20 000 р.,50 000 р.,302322,
,,,5 000 р.,7 000 р.,15 000 р.,324448,Контактов в час: неограничено.
5 000 р.,10 000 р.,25 000 р.,6 000 р.,12 000 р.,30 000 р.,309186,Контактов в час: неограничено.
2 300 р.,4 600 р.,-,,,,314870,
8 000 р.,16 000 р.,40 000 р.,8 000 р.,16 000 р.,40 000 р.,324711,Контактов в час: неограничено.
2 000 р.,4 000 р.,10 000 р.,10 000 р.,-,,310688,-
2 000 р.,-,-,-,-,,321163,Контактов в час: 1.СТРОГО-НЕРУССКИМ И ПЬЯНЫМ НЕ ЗВОНИТЬ !!! Выезд только днем по Москве В шаговой доступности от кольцевых станций метро. Выезд строго по предоплате на карту.
2 500 р.,5 000 р.,13 000 р.,-,8 000 р.,-,321695,Контактов в час: до 2.
8 000 р.,16 000 р.,40 000 р.,9 000 р.,18 000 р.,45 000 р.,314457,Контактов в час: неограничено.
6 000 р.,10 000 р.,25 000 р.,8 000 р.,12 000 р.,25 000 р.,318649,Контактов в час: до 2.
,,,8 000 р.,-,,314913,"Контактов в час: неограничено.Предоплата на такси. Можете приехать в отель, мой мкр."
3 500 р.,-,-,-,15 000 р.,-,311342,Контактов в час: до 2.
10 000 р.,20 000 р.,60 000 р.,11 000 р.,21 000 р.,61 000 р.,308549,Контактов в час: неограничено.
8 000 р.,15 000 р.,45 000 р.,15 000 р.,25 000 р.,50 000 р.,244277,
1 500 р.,3 000 р.,6 000 р.,,,,322330,Контактов в час: до 2.
3 000 р.,6 000 р.,15 000 р.,,,,166775,Контактов в час: 1.2-ой кон. + 1000р.
2 000 р.,4 000 р.,8 000 р.,-,-,-,308534,Контактов в час: до 2.Экспресс-30 мин--1500
,,,3 500 р.,6 000 р.,9 000 р.,314809,Контактов в час: до 2.
4 000 р.,8 000 р.,20 000 р.,,,,306597,
2 500 р.,5 000 р.,12 000 р.,,,,323764,Контактов в час: до 2.
-,5 000 р.,-,-,5 000 р.,-,318073,
4 000 р.,9 000 р.,25 000 р.,15 000 р.,30 000 р.,,164727,Контактов в час: до 2.
5 000 р.,10 000 р.,25 000 р.,6 000 р.,10 000 р.,25 000 р.,324275,
6 000 р.,12 000 р.,30 000 р.,6 000 р.,12 000 р.,30 000 р.,320343,Контактов в час: неограничено.Экспресс 3. 000
3 000 р.,6 000 р.,15 000 р.,-,7 000 р.,15 000 р.,296861,Контактов в час: неограничено.
2 500 р.,5 000 р.,15 000 р.,-,8 000 р.,-,321160,Контактов в час: до 2.
3 000 р.,-,-,,,,312822,Контактов в час: до 2.
2 000 р.,4 000 р.,-,,,,321972,
5 000 р.,-,-,-,10 000 р.,-,198767,
